project	project_alt_name	tag2	tag	category	year	annual_allocation	non_annual_allocation	total	notes_annual	notes_non-annual
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2016	4145	12190	16335	To fund its Comprehensive Rehabilitation Seating Service	To fund the renovation of its Chai Wan Sheltered Workshop
SAHK	Spastics Association of Hong Kong	Social welfare provision (HKCSS agency members)	Other	Community services	2017	4716		4716	To fund its Comprehensive Rehabilitation Seating Service	
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1980			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1981			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1982		4000	4000		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1983			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1984			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1985			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1986			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1987			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1988			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1989			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1990			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1991			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1992			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1993			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1994			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1995			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1996			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1997			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1998			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	1999			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2000			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2001			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2002			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2003			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2004			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2005			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2006			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2007			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2008			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2009			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2010			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2011			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2012			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2013			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2014			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2015			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2016			0		
Sai Kung Clinic Reprovisioning		Other	Other	Medical	2017			0		
Sai Kung North Rural Committee		Other	Other	Community services	1980			0		
Sai Kung North Rural Committee		Other	Other	Community services	1981			0		
Sai Kung North Rural Committee		Other	Other	Community services	1982			0		
Sai Kung North Rural Committee		Other	Other	Community services	1983			0		
Sai Kung North Rural Committee		Other	Other	Community services	1984			0		
Sai Kung North Rural Committee		Other	Other	Community services	1985			0		
Sai Kung North Rural Committee		Other	Other	Community services	1986			0		
Sai Kung North Rural Committee		Other	Other	Community services	1987			0		
Sai Kung North Rural Committee		Other	Other	Community services	1988		350	350		
Sai Kung North Rural Committee		Other	Other	Community services	1989			0		
Sai Kung North Rural Committee		Other	Other	Community services	1990			0		
Sai Kung North Rural Committee		Other	Other	Community services	1991			0		
Sai Kung North Rural Committee		Other	Other	Community services	1992			0		
Sai Kung North Rural Committee		Other	Other	Community services	1993			0		
Sai Kung North Rural Committee		Other	Other	Community services	1994			0		
Sai Kung North Rural Committee		Other	Other	Community services	1995			0		
Sai Kung North Rural Committee		Other	Other	Community services	1996			0		
Sai Kung North Rural Committee		Other	Other	Community services	1997			0		
Sai Kung North Rural Committee		Other	Other	Community services	1998			0		
Sai Kung North Rural Committee		Other	Other	Community services	1999			0		
Sai Kung North Rural Committee		Other	Other	Community services	2000			0		
Sai Kung North Rural Committee		Other	Other	Community services	2001			0		
Sai Kung North Rural Committee		Other	Other	Community services	2002			0		
Sai Kung North Rural Committee		Other	Other	Community services	2003			0		
Sai Kung North Rural Committee		Other	Other	Community services	2004			0		
Sai Kung North Rural Committee		Other	Other	Community services	2005			0		
Sai Kung North Rural Committee		Other	Other	Community services	2006			0		
Sai Kung North Rural Committee		Other	Other	Community services	2007			0		
Sai Kung North Rural Committee		Other	Other	Community services	2008			0		
Sai Kung North Rural Committee		Other	Other	Community services	2009			0		
Sai Kung North Rural Committee		Other	Other	Community services	2010			0		
Sai Kung North Rural Committee		Other	Other	Community services	2011			0		
Sai Kung North Rural Committee		Other	Other	Community services	2012			0		
Sai Kung North Rural Committee		Other	Other	Community services	2013			0		
Sai Kung North Rural Committee		Other	Other	Community services	2014			0		
Sai Kung North Rural Committee		Other	Other	Community services	2015			0		
Sai Kung North Rural Committee		Other	Other	Community services	2016			0		
Sai Kung North Rural Committee		Other	Other	Community services	2017			0		
Sai Kung Town Hall		Other	Other	Community services	1980			0		
Sai Kung Town Hall		Other	Other	Community services	1981		3350	3350		
Sai Kung Town Hall		Other	Other	Community services	1982		650	650		
Sai Kung Town Hall		Other	Other	Community services	1983			0		
Sai Kung Town Hall		Other	Other	Community services	1984		3500	3500		
Sai Kung Town Hall		Other	Other	Community services	1985			0		
Sai Kung Town Hall		Other	Other	Community services	1986			0		
Sai Kung Town Hall		Other	Other	Community services	1987			0		
Sai Kung Town Hall		Other	Other	Community services	1988			0		
Sai Kung Town Hall		Other	Other	Community services	1989			0		
Sai Kung Town Hall		Other	Other	Community services	1990			0		
Sai Kung Town Hall		Other	Other	Community services	1991			0		
Sai Kung Town Hall		Other	Other	Community services	1992			0		
Sai Kung Town Hall		Other	Other	Community services	1993			0		
Sai Kung Town Hall		Other	Other	Community services	1994			0		
Sai Kung Town Hall		Other	Other	Community services	1995			0		
Sai Kung Town Hall		Other	Other	Community services	1996			0		
Sai Kung Town Hall		Other	Other	Community services	1997			0		
Sai Kung Town Hall		Other	Other	Community services	1998			0		
Sai Kung Town Hall		Other	Other	Community services	1999			0		
Sai Kung Town Hall		Other	Other	Community services	2000			0		
Sai Kung Town Hall		Other	Other	Community services	2001			0		
Sai Kung Town Hall		Other	Other	Community services	2002			0		
Sai Kung Town Hall		Other	Other	Community services	2003			0		
Sai Kung Town Hall		Other	Other	Community services	2004			0		
Sai Kung Town Hall		Other	Other	Community services	2005			0		
Sai Kung Town Hall		Other	Other	Community services	2006			0		
Sai Kung Town Hall		Other	Other	Community services	2007			0		
Sai Kung Town Hall		Other	Other	Community services	2008			0		
Sai Kung Town Hall		Other	Other	Community services	2009			0		
Sai Kung Town Hall		Other	Other	Community services	2010			0		
Sai Kung Town Hall		Other	Other	Community services	2011			0		
Sai Kung Town Hall		Other	Other	Community services	2012			0		
Sai Kung Town Hall		Other	Other	Community services	2013			0		
Sai Kung Town Hall		Other	Other	Community services	2014			0		
Sai Kung Town Hall		Other	Other	Community services	2015			0		
Sai Kung Town Hall		Other	Other	Community services	2016			0		
Sai Kung Town Hall		Other	Other	Community services	2017			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1980		60	60		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1981			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1982			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1983			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1984			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1985		150	150		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1986			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1987			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1988			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1989			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1990			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1991			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1992			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1993			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1994			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1995			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1996			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1997			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1998			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	1999			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2000			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2001			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2002			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2003			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2004			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2005			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2006			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2007			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2008			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2009			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2010			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2011			0		
Sail Training Association Ltd	Hong Kong Sail Training Association	Other	Other	Education and training	2012			0		
